Id	Label	Tweet Text
1307175095765524482	0	"Hindustan Times - 9 senior RSS members contract Covid-19 at Nagpur headquarters hospitalised
 #RSS #rssmemberscontractcovid19 #headquartershospitalised #HindustanTimes
 - https://t.co/IwSKXlQNVH
    
[https://t.co/Le5Szjt2uA]"
1299894118353711104	0	I'm a public defender. I don't want my elderly client to die in prison from coronavirus https://t.co/QfhXUkpP0O (via Salon) #news #trending #trendingnews
1296824847000051713	0	NEW JOB! #Stockport Council are looking for a communications professional  to join their award winning Communications &amp; Marketing Team to support the Test and Trace service in relation to Covid 19 in a newly created role. Find out more here: https://t.co/dWMtqs1u4b https://t.co/v0bz6Omyma
1262827656011108352	0	"Join us this Thursday for a conversation with @USDOL Secretary Scalia regarding COVID-19 response measures. #orpol #coronavirus #orbiz

More information👇 https://t.co/W75SwFkE3X"
1242476702036566017	0	Free meals for elderly and sick impacted by the Coronavirus pandemic in District 13, in cooperation with local restaurants and merchants. We are all in this together! https://t.co/EaecY3tzJQ
1242908053298708480	0	U-turn on critical care advice for NHS  amid fears disabled people will be denied treatment for coronavirus https://t.co/813VtUhzmK
1302633471504982016	0	"Tackling #disinformation &amp; #ConspiracyTheories . Good job!
BBC News - Coronavirus: 'We need to talk about misleading anti-vax claims'
https://t.co/cWj0sFjrtH"
1261324559069802497	0	Covid-19 is a leading cause of death in the U.S., especially among middle-aged men and blacks, though testing and other issues cloud exact tallies https://t.co/ablYzEoUN0
1255365727873306625	0	Several Asian actors are speaking out against racism towards the Asian community, whose members have been blamed for spreading the coronavirus after the first cases were reported in Wuhan, China https://t.co/WgpMcbABXA (Video via @QuickTake) https://t.co/iQuqCcXasy
1276641202826350593	0	“Trump and the Republicans’ campaign to rip away the protections and benefits of the Affordable Care Act in the middle of the coronavirus crisis is an act of unfathomable cruelty,” Speaker Nancy Pelosi  https://t.co/7njzvB2Ehs
1248173925235920902	0	The @scotgov has asked local authorities to ensure Covid-19 response measures do not discriminate against marginalised communities. We ask @mhclg to take the health and safety of Gypsies and Travellers more seriously and to follow the @scotgov’s example. https://t.co/0aaJFGhAWx
1242712187560292354	0	"@SethAbramson @CNN @MSNBC Trump’s Handling of Coronavirus Approved by 60% in Gallup Poll. Seth Abramson, Jennifer Rubin &amp; Margaret Sullivan can't have that so they're calling for a ban on WH press conferences

6 in 10 Americans approve of the job Trump is doing coronavirus crisis https://t.co/fNquvJB665"
1253072539401650177	0	Harvard to return $8.7M coronavirus relief funding from CARES Act https://t.co/RHSuUYpprV #FoxBusiness
1303979769734848512	0	MEDIA CONFIRMATION of  “#Pfizer #Korea pays compensation for workers moving to #Upjohn” – Sept 7, 2020 and “In the race for a #Covid19 #vaccine, #Pfizer turns to a #scientist with a history of defying skeptics — and getting results “August 24, 2020 – as… https://t.co/sJhYUeaOgs
1261167133989486592	0	3 Out of 5 Deadliest Coronavirus Outbreaks Were in State Nursing Homes | Frontpagemag https://t.co/xOpTVGiDwc
1257626088286687238	0	Care homes STILL struggling to get enough PPE despite deaths of nearly 6,000 elderly residents from coronavirus https://t.co/FnQ404QP4u
1253715573630021632	0	As scientists race to develop a #coronavirus vaccine, we are taking a look back—in recognition of #WorldImmunizationWeek—at new vaccines introduced in recent years that are transforming #globalhealth. 💉💉💉#vaccineswork https://t.co/CjfrFMnhzq
1248584368123269120	0	"We have more updates on our website; the newest is all about the government's Coronavirus Job Retention Scheme which can be viewed here: https://t.co/7fHnOQ8Rkd

Stay safe in the sun and enjoy your garden #coronavirus #coronavirusDevon #coronavirusTorquay https://t.co/soOTMBmSIt"
1254316778324361216	0	"SOUTH AFRICAN ARTISTS have made a song and united together in the fight against Covid 19. 

Guest: Dr @Sipho_Malembe 
Producer 

#TheSacredSpace
@LifeWithThami 

https://t.co/B4w5nm8sSP"
1253580003951939584	0	"If an employee has more than one job, can they be furloughed in one and continue to work in the other? (XpertHR FAQ)

#HR #Coronavirus #COVID19

https://t.co/wv4OMHB3SH"
1255203235884863494	0	‘Just trying to do my job’: Scotland’s Sturgeon rejects claims she’s trying to embarrass UK govt with Covid-19 face coverings call — RT UK News https://t.co/GwEwe1ugWc
1256619037020356615	0	"Europe is starting to lift coronavirus restrictions. But might seniors be left out?
https://t.co/0P8lm1vT1Y
#seniors #seniorcare  #senior #seniorliving #assistedliving #homecare #dementia #seniorpictures #healthcare #eldercare #health #elderly"
1283603638099734529	0	Coronavirus: Seven tips for job hunters https://t.co/n1CJ8rq4YU CLICK HERE READ MORE
1249264467608842240	0	"#KamalNath: Senior #Congress leader @OfficeOfKNath came down heavily on the #BJP govt at the Centre, accusing it of being responsible for the situation arising out of #coronavirus in the country. #CoronavirusOutbreak #COVID19 @INCIndia @BJP4India 
https://t.co/0nqbXwa46R"
1306732606092869634	0	"Meanwhile in USA:

Before Covid-19:
40 million poor people, more than 500 thousand people are homeless 📹⬇️ (figures that increase this 2020)

Today:
""..an estimated 30–40 million people in the USA could be at risk of eviction in the next several months""🔗https://t.co/4lxDvZShLP https://t.co/lkYUJROVND"
1299282565933805568	0	"👀
Senior Chinese diplomat Wang Yi casts doubt on coronavirus originating in China - Reuters https://t.co/scWWQQMKeB"
1253308959110422528	0	UK Coronavirus Job Retention Scheme: Significant Developments https://t.co/uZxYVzeI3P  #COVID19 #EmpLaw
1256905093116579842	0	Six things employers need to be mindful of when applying for the Coronavirus Job Retention Scheme https://t.co/mwpgKB0ho2
1285160321578151936	0	"..
🇬🇧 More sad news ~ from The Tower of London this time. ☹️
#HRP #TowerOfLondon #Beefeaters 

Coronavirus: Tower of London Beefeaters face job cuts due to pandemic https://t.co/8Jp5wNJICS"
1309452043602595842	0	Angela Ferguson, Director at Saffery Champness, comments on the Chancellor’s announcement of a new Job Support Scheme to replace the current #furlough scheme. https://t.co/PsoonEEnbK #JobSupportScheme #coronavirus https://t.co/JxR2XaCWGi
1248033304533663750	0	Cost of Modly's visit to the USS Roosevelt in Guam? $243,000, his job and quarantine after coronavirus exposure. https://t.co/a3VUyRkv8Z via @tvandenbrook
1289106380616589314	0	"""Dr. Siegel on race to treat coronavirus symptoms"" via FOX NEWS https://t.co/q71FyIzHPZ site: https://t.co/Y1oAlrY9Li https://t.co/G3hNMm4ZxK"
1254027325970149376	0	"Making food packs for poor people by people organization in Iran during COVID19
#Covid19InIran
#Covid_19 https://t.co/KODBZkTIBg"
1258118266276511744	0	‘Complacent’ UK draws global criticism for Covid-19 response | Coronavirus outbreak | The Guardian https://t.co/CcfJwkm1gH
1267275184253423616	0	@sammmyak7 The blacks have been used one more time thinking they're fighting for justice ,Floyd was just a victim, this was all planned to cause caius and spread the virus faster so soon enough,  ya'll should expect more death numbers on covid 19
1276476287410896897	0	"@ArtandCo__  world’s largest online art auction to raise funds to help those affected by the coronavirus. 

Funds raised will go to 7 charities including Race on the Agenda 

The auction closes TOMORROW - 27/07/2020. Hurry don’t miss out

https://t.co/G0GEkyfwY6"
1292802311840919553	0	@politico As coronavirus fatalities decline nationwide, viral deaths persist in America's nursing homes, data shows     https://t.co/QpnIANh6kR
1257880311142252544	0	Check out my latest article: What is Your Online Job You Do In This CoronaVirus Pandemic https://t.co/TPPONUYWNy via @LinkedIn
1253374578174427136	0	Today's hero is a hospital nurse who was treating coronavirus patients during her first month on the job and then battled the virus herself. https://t.co/02o60PWjH6
1244596680487366657	0	Senior WHO adviser appears to dodge question on Taiwan's Covid-19 response https://t.co/MHK3400NwJ
